V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,tol6,tol7,tol8,tol9,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,competent,confident,independent,competitive,intelligent,tolerant,warm,good.natured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,gender,age,ethnicity,income,ideology,social.iss,econ.iss,partyID
R_0Opnxq6H77dVPlX,Default Response Set,Anonymous,,,8.31.230.7,0,21/02/2017 9:24,21/02/2017 9:41,1,1,5,5,4,3,5,3,4,4,4,1,1,7,7,5,3,2,3,3,3,6,5,2,4,5,2,4,3,1,4,4,3,2,2,3,4,3,4,3,2,3,3,3,3,3,2,2,3,1,2,2,2,2,2,3,3,5,3,5,6,7,3,4,5,1,1,1,3,2,2,2,49,Caucaisan,10,6,5,7,3
R_0jpd8fXNlsmCNGB,Default Response Set,Anonymous,,,72.191.178.167,0,21/02/2017 9:37,21/02/2017 9:42,1,1,4,4,7,7,4,1,4,1,6,1,4,6,4,4,4,4,2,6,4,5,7,6,5,4,4,4,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,2,6,5,2,3,4,3,3,2,2,3,3,3,2,27,hispanic,3,4,4,4,1
R_aibpN4zWr2uC25n,Default Response Set,Anonymous,,,69.124.216.92,0,21/02/2017 9:40,21/02/2017 9:43,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,2,3,3,3,4,3,2,4,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,25,white,9,4,2,6,2
R_1LXa6JYUwzd9vwx,Default Response Set,Anonymous,,,128.172.35.20,0,21/02/2017 9:40,21/02/2017 9:43,1,1,5,5,4,5,4,5,4,4,5,6,5,4,5,5,4,5,4,4,6,5,4,5,5,5,4,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,4,2,3,3,2,2,2,3,2,2,3,3,3,3,4,3,4,4,5,4,3,3,3,3,3,4,3,3,1,22,White,1,6,9,7,3
R_6R7vZ0Uk4qf4Kdn,Default Response Set,Anonymous,,,209.37.105.2,0,21/02/2017 9:42,21/02/2017 9:44,1,1,7,7,7,7,1,1,1,1,7,2,1,7,7,1,7,1,6,1,2,4,1,7,3,6,2,3,4,4,2,3,4,2,4,4,2,4,3,3,3,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,1,2,6,5,7,1,5,5,1,1,1,5,5,5,2,26,white,5,1,1,1,1
R_d0GKBkU0EDBWvTn,Default Response Set,Anonymous,,,72.218.78.228,0,21/02/2017 9:34,21/02/2017 9:44,1,1,5,5,5,5,3,2,2,3,5,3,3,3,5,5,4,4,4,3,3,5,3,3,3,5,4,3,2,2,4,4,3,3,2,4,2,4,2,3,4,4,4,4,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,2,4,4,1,1,1,3,4,2,2,40,japanese,5,5,6,3,3
R_3m8WMQxUZ6j0lal,Default Response Set,Anonymous,,,71.49.38.172,0,21/02/2017 9:35,21/02/2017 9:48,1,1,5,4,4,4,3,3,4,5,4,2,3,2,5,6,4,4,5,3,5,6,5,2,3,4,4,4,4,3,4,3,4,3,3,3,4,3,4,4,3,4,4,4,3,3,3,3,5,3,4,2,3,3,4,5,4,2,1,4,1,6,2,4,4,2,2,2,3,3,4,1,32,Caucasian,2,8,8,8,2
R_24UBinViORW0Yp7,Default Response Set,Anonymous,,,209.55.77.244,0,21/02/2017 9:43,21/02/2017 9:49,1,1,1,1,1,1,7,7,7,7,1,7,1,1,1,7,1,7,1,7,7,7,7,1,7,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,2,1,2,4,3,4,4,4,1,1,1,1,7,1,5,5,3,1,1,5,5,5,1,52,white,5,7,7,7,3
R_e4ALRStF3fvdKg5,Default Response Set,Anonymous,,,23.88.99.195,0,21/02/2017 9:43,21/02/2017 9:49,1,1,6,6,6,7,1,1,1,1,6,1,1,6,7,5,3,3,2,2,2,5,2,5,2,5,5,3,2,3,2,3,4,2,3,3,2,3,5,2,2,2,3,3,4,4,4,4,3,2,1,2,5,5,5,5,4,2,1,5,4,4,1,4,4,2,1,1,3,3,3,2,31,Caucasian,7,2,2,4,1
R_a8BqbfIVgMeoVZX,Default Response Set,Anonymous,,,24.173.6.170,0,21/02/2017 9:45,21/02/2017 9:50,1,1,5,5,5,5,4,3,2,3,5,2,1,5,3,6,4,1,2,3,5,5,5,2,3,3,2,3,2,2,4,3,4,3,2,4,3,4,3,3,3,4,4,4,4,4,4,4,4,1,1,2,4,3,3,3,3,2,2,5,5,3,2,4,4,1,1,1,3,3,3,2,34,White,4,4,3,4,2
R_db2S944EehpyMER,Default Response Set,Anonymous,,,73.14.230.10,0,21/02/2017 9:46,21/02/2017 9:51,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,3,7,4,5,1,1,4,4,3,1,7,2,1,1,1,2,2,2,1,1,1,1,3,1,4,1,2,2,2,4,4,4,4,4,2,4,4,4,3,4,3,4,5,1,5,5,3,1,4,5,3,2,1,4,3,3,2,66,white,3,2,1,2,1
R_d4PVhB8U1KL6tEx,Default Response Set,Anonymous,,,98.196.228.168,0,21/02/2017 9:42,21/02/2017 9:51,1,1,6,4,6,6,4,4,2,2,4,2,4,6,4,6,4,2,4,4,4,4,4,2,4,4,2,4,4,3,3,3,3,2,4,3,4,4,3,3,2,3,3,3,4,4,4,4,3,3,2,3,4,4,4,4,4,5,5,5,5,4,3,5,3,2,3,2,3,4,2,2,25,Asian,1,8,8,8,4
R_1zXtblbYGhzwWt7,Default Response Set,Anonymous,,,107.199.197.44,0,21/02/2017 9:38,21/02/2017 9:52,1,1,4,3,5,4,3,4,4,4,5,4,3,3,6,5,3,4,2,3,4,6,4,4,4,5,4,3,4,3,4,4,4,3,2,3,3,3,4,3,3,4,4,3,3,3,3,3,1,1,1,1,2,2,2,2,2,3,2,4,5,5,2,4,4,2,2,2,2,2,2,2,36,CAUCASION,5,2,2,2,2
R_dnYPtIc3Iz3TvPn,Default Response Set,Anonymous,,,213.152.162.104,0,21/02/2017 9:49,21/02/2017 9:52,1,1,6,6,6,6,2,2,2,2,7,2,3,7,7,3,5,2,7,2,2,5,2,4,2,6,3,4,4,4,3,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,2,4,2,2,4,1,5,4,1,2,4,3,3,2,1,26,White,7,4,4,4,2
R_7WFSOFZytbv5pqJ,Default Response Set,Anonymous,,,128.255.101.87,0,21/02/2017 9:48,21/02/2017 9:52,1,1,6,7,6,7,1,1,1,1,7,7,1,6,7,6,7,1,6,1,1,5,1,7,1,7,2,2,3,2,4,3,4,3,2,4,2,2,2,2,1,4,5,3,4,4,4,4,4,2,2,3,4,2,3,3,4,3,2,5,3,2,2,4,4,4,1,1,2,2,2,1,31,white,5,1,1,1,1
R_1LjynRHI0nEEKXz,Default Response Set,Anonymous,,,108.231.83.168,0,21/02/2017 9:40,21/02/2017 9:54,1,1,3,4,5,5,4,3,4,3,5,4,4,5,4,6,4,5,4,3,3,5,5,3,3,5,3,3,4,3,2,4,3,3,4,3,3,4,4,3,3,3,4,3,3,3,2,2,3,2,3,4,3,2,3,4,2,5,2,6,3,3,4,2,5,3,3,3,5,4,4,2,37,White,1,9,4,4,2
R_9ESLJ5ACJJAWAbX,Default Response Set,Anonymous,,,162.230.43.188,0,21/02/2017 9:48,21/02/2017 9:54,1,1,1,1,1,1,7,7,7,7,1,7,4,4,4,7,4,3,4,7,3,7,7,1,3,3,4,3,4,4,4,3,5,4,3,4,4,5,4,4,4,5,5,4,1,1,2,2,1,1,2,1,1,3,1,2,2,1,1,1,1,7,2,3,4,2,2,2,3,5,4,1,35,White,7,7,7,7,3
R_3I2OzkczX0IjYSp,Default Response Set,Anonymous,,,199.231.218.58,0,21/02/2017 9:48,21/02/2017 9:55,1,1,2,2,3,3,4,4,5,5,2,3,3,3,4,6,4,4,3,5,4,6,4,3,3,5,4,3,4,3,4,3,4,4,4,4,3,2,4,4,4,4,4,4,3,2,2,3,3,3,2,3,3,1,4,4,4,3,4,3,4,5,2,3,5,1,1,1,4,4,4,1,28,White,10,4,4,5,4
R_3ZVrZTYBt8EfdHv,Default Response Set,Anonymous,,,50.34.191.162,0,21/02/2017 9:47,21/02/2017 9:55,1,1,6,7,7,7,2,1,1,1,7,1,1,7,7,6,5,1,5,1,1,4,2,4,1,7,2,4,2,2,3,3,4,2,3,3,2,3,4,3,2,3,3,3,4,4,4,4,4,3,3,2,4,5,3,4,4,2,4,2,2,6,2,4,5,1,1,1,5,5,5,2,29,White,1,2,2,1,1
R_869YTjuwyoVJFxX,Default Response Set,Anonymous,,,142.197.81.108,0,21/02/2017 9:51,21/02/2017 9:56,1,1,6,6,5,4,6,7,4,7,6,6,5,6,7,6,6,7,5,6,6,6,7,7,4,5,5,5,3,4,4,5,3,4,4,5,5,4,2,4,5,3,4,4,4,3,4,2,5,4,3,3,4,5,4,4,5,4,7,4,5,4,4,4,5,3,4,4,5,5,3,1,20,White,4,5,6,6,3
R_0uNojPQPrvXxA3P,Default Response Set,Anonymous,,,67.128.26.70,0,21/02/2017 9:47,21/02/2017 9:56,1,1,5,5,6,3,4,4,5,5,5,4,6,6,5,5,5,4,6,4,5,5,5,3,4,4,4,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,3,2,2,4,2,5,3,3,4,3,4,4,4,3,5,6,3,2,4,5,2,1,1,5,5,5,2,23,Hispanic,3,8,8,8,2
R_9vJWs4L96LxkAXr,Default Response Set,Anonymous,,,173.127.194.99,0,21/02/2017 9:48,21/02/2017 9:56,1,1,6,7,7,7,1,2,1,1,6,1,1,5,7,4,5,3,4,2,2,5,1,1,2,6,2,3,3,1,3,4,3,2,1,2,3,2,3,1,3,3,4,3,4,3,4,4,3,3,4,2,4,4,3,3,4,6,2,5,6,3,2,4,4,2,2,1,4,4,3,1,54,American,6,2,2,3,1
R_3OwbRrjq5K0fJIx,Default Response Set,Anonymous,,,129.108.202.60,0,21/02/2017 9:50,21/02/2017 9:57,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,3,7,1,7,1,1,4,3,4,1,7,1,4,1,1,3,2,3,1,1,3,1,3,3,3,1,3,3,3,4,4,4,4,5,5,4,4,5,5,5,5,5,4,3,5,5,4,2,4,5,2,3,2,4,3,3,1,51,white,2,1,1,1,2
R_8kWm9Qt7BBzsTlz,Default Response Set,Anonymous,,,50.148.10.109,0,21/02/2017 9:46,21/02/2017 9:57,1,1,5,3,6,5,5,2,2,2,5,5,3,5,5,6,3,5,5,5,2,6,6,2,5,6,4,2,4,2,4,4,4,4,4,4,2,4,2,4,2,4,4,4,3,3,2,2,1,1,1,2,1,3,2,2,2,2,2,2,2,6,4,4,4,2,2,2,3,3,3,1,22,White,5,4,3,5,2
R_cA7VfrLaCe9ZCHr,Default Response Set,Anonymous,,,75.97.92.31,0,21/02/2017 9:48,21/02/2017 9:59,1,1,5,6,6,5,2,2,2,2,6,2,2,5,6,6,4,2,2,3,3,5,3,2,3,5,2,2,3,2,4,3,3,2,3,4,3,3,3,4,3,4,3,4,3,3,3,2,4,2,3,2,3,3,4,3,4,3,1,5,5,4,3,4,4,2,3,2,4,3,3,2,47,white,7,4,3,5,2
R_1XksfVcFjIi0CW1,Default Response Set,Anonymous,,,67.11.152.26,0,21/02/2017 9:52,21/02/2017 9:59,1,1,5,6,6,6,2,2,2,2,6,2,2,5,5,5,4,3,5,2,2,5,5,3,2,5,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,2,2,3,3,5,3,4,5,2,3,4,2,2,2,3,3,3,2,62,Hispanic,10,5,3,6,1
R_3pEWEykxNOGWuMt,Default Response Set,Anonymous,,,69.132.60.56,0,21/02/2017 9:52,21/02/2017 10:00,1,1,6,6,6,6,2,2,2,2,6,2,2,6,6,4,5,2,5,2,2,4,3,5,2,2,3,2,3,3,4,4,3,4,2,3,2,4,3,4,4,3,3,4,4,4,4,4,3,3,3,2,3,4,4,4,3,3,4,6,5,5,2,4,4,2,2,2,3,3,4,2,60,Caucasian,3,3,1,3,2
R_1NBa0eZLzriJfvL,Default Response Set,Anonymous,,,67.166.234.12,0,21/02/2017 9:52,21/02/2017 10:03,1,1,7,7,6,6,1,1,1,1,6,1,1,6,7,2,7,2,7,1,2,4,4,3,1,5,5,3,2,3,3,4,3,2,4,4,4,2,3,2,4,3,4,3,4,4,4,4,3,2,3,2,3,3,3,3,3,6,7,6,6,2,4,4,5,2,3,2,3,3,3,1,41,Black,14,2,2,2,1
R_4YL9fRTe1EZUznn,Default Response Set,Anonymous,,,73.163.230.211,0,21/02/2017 9:55,21/02/2017 10:03,1,1,4,2,4,5,6,6,4,5,5,5,4,6,2,2,5,2,5,2,2,5,2,4,6,4,1,3,3,2,4,3,3,4,1,1,3,4,1,2,3,1,4,3,1,3,2,3,4,3,1,2,4,3,3,1,2,5,4,3,1,2,2,3,3,1,3,4,4,3,2,1,29,american,5,3,5,3,3
R_8vJ3dHctU1svjFz,Default Response Set,Anonymous,,,173.170.181.73,0,21/02/2017 9:57,21/02/2017 10:04,1,1,4,5,7,6,5,2,1,6,5,4,5,5,3,6,3,5,2,2,3,5,3,5,2,6,2,2,4,2,4,3,4,2,3,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,6,6,5,2,4,5,1,1,1,5,4,1,2,28,white,6,6,6,6,3
R_eh4lJCrnumLOLSl,Default Response Set,Anonymous,,,12.12.236.162,0,21/02/2017 10:00,21/02/2017 10:04,1,1,2,2,2,2,6,4,4,4,2,4,4,3,4,6,3,5,3,5,5,6,6,2,5,3,4,3,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,7,3,4,4,2,2,2,4,4,4,1,33,White,9,7,7,7,3
R_5oHNdVoAN9k8HQx,Default Response Set,Anonymous,,,76.5.140.11,0,21/02/2017 10:00,21/02/2017 10:06,1,1,6,6,7,6,1,1,1,1,7,1,1,7,6,3,7,1,4,1,2,3,2,4,1,6,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,2,1,4,3,3,3,5,3,4,2,4,5,5,5,5,5,4,6,5,3,1,4,5,1,1,1,5,5,5,2,24,White,1,4,3,3,2
R_0Bp6f2UdaAXD0eF,Default Response Set,Anonymous,,,174.255.152.0,0,21/02/2017 10:03,21/02/2017 10:07,1,1,2,5,2,2,6,5,5,6,2,5,6,3,2,4,2,4,2,3,3,7,4,2,4,2,3,1,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,1,2,1,1,2,1,1,2,3,2,2,2,1,1,1,1,7,2,4,3,3,1,1,3,3,3,2,29,Caucasian ,5,5,6,6,3
R_ekZ0QMpVNyILHFz,Default Response Set,Anonymous,,,68.170.64.145,0,21/02/2017 9:58,21/02/2017 10:07,1,1,5,5,4,5,2,2,5,3,5,2,2,4,6,4,4,2,4,3,5,3,6,3,5,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,2,4,3,3,4,3,3,3,4,3,5,5,4,2,3,4,3,2,2,3,3,3,2,44,Asian,9,4,4,4,2
R_af7LKBrtkXvLXcp,Default Response Set,Anonymous,,,137.54.43.247,0,21/02/2017 10:05,21/02/2017 10:08,1,1,2,2,3,3,7,6,5,5,2,6,5,3,5,3,5,3,4,5,5,3,6,3,5,4,4,3,3,3,2,3,4,3,2,2,2,2,2,3,1,2,2,3,2,2,1,1,3,2,1,1,2,2,2,2,3,4,5,3,3,4,2,4,3,3,4,3,1,1,1,1,25,White,3,6,6,6,3
R_9Bx91NDlTyG33F3,Default Response Set,Anonymous,,,107.77.237.170,0,21/02/2017 10:00,21/02/2017 10:08,1,1,7,7,7,7,1,1,1,1,7,1,1,5,7,2,6,1,6,1,1,5,3,7,1,7,2,3,2,3,4,4,3,1,1,3,2,4,4,1,3,5,4,4,4,4,4,4,3,1,3,2,3,2,3,3,3,5,1,7,6,1,2,4,5,1,1,1,4,5,5,2,50,White,11,1,1,1,1
R_4JH39hLaipgbO2V,Default Response Set,Anonymous,,,104.58.188.206,0,21/02/2017 10:04,21/02/2017 10:10,1,1,7,7,7,7,1,1,1,2,7,2,2,4,7,5,6,2,4,1,1,5,1,4,1,7,2,3,2,2,3,5,3,2,2,2,2,4,4,2,5,2,2,2,4,4,3,3,3,2,2,2,3,4,3,1,4,3,2,2,4,5,2,4,4,2,2,2,4,3,3,1,30,mixed race,8,4,3,5,2
R_7258lotl9WngPGt,Default Response Set,Anonymous,,,71.1.150.22,0,21/02/2017 10:03,21/02/2017 10:11,1,1,3,2,6,3,6,6,5,6,1,7,5,4,4,7,1,5,1,5,4,7,7,2,7,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2,2,3,2,3,5,4,3,4,1,1,1,2,7,1,5,5,1,1,1,5,5,5,1,50,white,7,7,7,7,3
R_b138CaY23QY9u1n,Default Response Set,Anonymous,,,67.252.52.23,0,21/02/2017 10:09,21/02/2017 10:13,1,1,4,4,4,4,3,3,4,4,4,3,3,5,4,5,4,3,4,5,5,5,6,2,5,3,3,1,4,4,4,4,3,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,4,1,1,1,2,7,2,4,4,2,1,1,4,4,4,1,62,White ,6,4,4,4,2
R_7OoKHzGnJjFcOhf,Default Response Set,Anonymous,,,208.54.87.241,0,21/02/2017 10:04,21/02/2017 10:13,1,1,7,7,7,7,2,1,1,1,7,2,2,5,7,3,5,3,6,3,4,5,3,3,3,5,3,2,3,3,4,3,3,3,3,4,4,4,4,4,5,4,4,4,4,4,2,2,3,2,3,3,4,3,3,4,4,3,4,5,6,6,2,4,5,2,2,2,5,5,5,1,33,White,1,8,8,8,4
R_9EVZ57N8pbZik4t,Default Response Set,Anonymous,,,24.205.41.48,0,21/02/2017 10:10,21/02/2017 10:14,1,1,5,6,6,6,2,1,2,2,6,3,1,3,6,6,4,3,3,2,2,5,2,2,2,5,2,2,2,3,4,4,3,2,4,4,4,4,5,4,4,4,3,2,3,3,2,2,3,2,3,2,3,3,3,3,3,5,3,5,5,3,2,4,5,1,1,1,4,5,4,2,33,White,7,5,5,6,3
R_1T807y9LnFpA93n,Default Response Set,Anonymous,,,147.97.8.245,0,21/02/2017 10:08,21/02/2017 10:14,1,1,6,5,6,6,3,2,2,6,6,1,2,2,7,5,5,2,5,3,3,6,2,1,2,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,3,3,3,1,1,4,3,1,3,2,1,6,5,6,7,6,4,2,5,1,1,1,4,4,4,1,31,Caucasian,5,4,4,4,1
R_eXbaH0aM6NFzpdz,Default Response Set,Anonymous,,,71.226.20.181,0,21/02/2017 10:11,21/02/2017 10:16,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,5,7,1,6,1,2,5,2,1,1,7,2,2,2,2,4,4,4,1,2,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,7,7,1,1,5,5,1,1,1,5,4,4,2,27,White,2,1,1,1,1
R_d68C7gnxFFCZDV3,Default Response Set,Anonymous,,,68.55.137.144,0,21/02/2017 10:11,21/02/2017 10:16,1,1,6,6,7,6,2,6,2,2,6,7,6,6,6,2,7,1,4,2,2,2,2,6,2,7,5,5,5,5,5,5,5,2,2,4,2,5,4,2,5,5,5,5,4,4,4,4,3,5,4,3,4,5,4,4,4,2,2,6,6,2,2,4,4,1,1,1,4,4,4,1,33,Asian,6,3,3,3,1
R_aaz7gZgmWPQNBcN,Default Response Set,Anonymous,,,47.36.169.196,0,21/02/2017 10:10,21/02/2017 10:16,1,1,6,7,7,7,2,1,1,1,6,3,1,6,7,2,7,3,5,1,2,3,1,5,1,7,2,1,1,2,4,4,1,1,3,4,2,4,2,4,1,4,2,3,4,4,4,4,3,3,3,2,4,4,4,3,4,3,2,6,6,3,2,4,5,1,1,1,5,4,3,1,36,white,2,1,1,2,2
R_8zT1ptg9uLFb1lj,Default Response Set,Anonymous,,,73.175.184.6,0,21/02/2017 10:10,21/02/2017 10:18,1,1,5,6,6,5,2,1,2,3,6,1,1,5,6,3,6,4,5,2,2,5,3,3,3,6,3,2,3,2,4,4,3,2,2,4,2,2,2,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,4,2,4,5,1,1,1,4,4,4,2,28,white,3,1,1,1,1
R_dil9rO3WRM7wWZD,Default Response Set,Anonymous,,,72.183.118.114,0,21/02/2017 10:09,21/02/2017 10:18,1,1,1,3,5,1,5,5,5,6,2,2,5,2,4,5,4,2,4,3,4,6,5,1,4,2,3,5,5,3,2,5,3,2,5,3,5,4,3,3,5,2,2,2,2,1,1,1,2,2,2,3,3,3,3,3,3,1,3,2,2,6,2,4,4,1,1,1,4,4,4,2,23,Caucasian ,1,6,6,5,3
R_eGa1yRZiSryw2Kp,Default Response Set,Anonymous,,,128.119.202.93,0,21/02/2017 10:16,21/02/2017 10:20,1,1,4,4,4,6,3,2,2,4,6,6,4,3,5,3,4,5,4,5,4,5,5,5,2,4,4,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,4,5,5,4,5,5,2,4,4,2,2,2,4,5,5,2,34,no thanks,12,1,1,1,1
R_eqVNspZ7d8B8iyN,Default Response Set,Anonymous,,,98.195.193.99,0,21/02/2017 10:05,21/02/2017 10:20,1,1,3,4,4,4,5,5,4,5,3,2,4,3,5,6,4,2,2,5,4,6,6,2,4,3,2,4,4,2,4,4,2,3,2,4,4,2,3,1,3,2,4,4,3,3,3,3,3,1,1,1,3,2,4,4,2,4,1,3,2,3,2,4,4,1,3,2,2,2,2,2,55,Caucasian/American,12,6,6,6,3
R_d50CmTq9IHM5vp3,Default Response Set,Anonymous,,,172.58.4.61,0,21/02/2017 10:10,21/02/2017 10:20,1,1,5,7,5,7,6,2,5,5,6,5,5,4,6,5,5,6,6,6,5,5,6,5,6,6,4,4,4,5,2,5,5,4,4,5,4,5,5,5,5,4,4,5,4,4,2,2,2,5,5,5,5,5,5,5,5,6,1,5,6,6,1,4,4,4,1,1,5,4,4,2,21,White,3,6,6,6,1
R_9L8MeW6K9S8Pnbn,Default Response Set,Anonymous,,,50.75.162.74,0,21/02/2017 10:17,21/02/2017 10:21,1,1,3,3,5,3,3,4,4,4,5,3,4,4,5,5,5,3,3,4,3,5,5,3,3,4,4,2,3,2,2,3,3,2,2,2,2,4,2,3,2,2,4,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,3,3,3,3,2,4,4,2,3,2,4,4,3,2,36,us,3,5,6,6,3
R_0OLFtxIaB8En4Xz,Default Response Set,Anonymous,,,174.134.93.31,0,21/02/2017 10:11,21/02/2017 10:21,1,1,4,5,5,3,3,2,2,3,5,2,2,6,6,5,3,2,3,2,2,3,2,2,2,5,2,2,2,2,2,4,2,3,4,3,2,3,2,3,2,3,3,3,3,2,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,6,3,3,4,4,2,2,3,3,4,1,27,Asian,1,5,4,5,2
R_bfIXk0M7w49rt9H,Default Response Set,Anonymous,,,152.65.66.47,0,21/02/2017 10:20,21/02/2017 10:23,1,1,6,6,6,6,1,1,1,1,7,2,2,3,6,2,6,2,5,2,2,5,2,2,2,6,3,2,2,2,4,3,2,3,1,3,1,4,3,3,1,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,5,5,7,2,4,4,2,1,1,4,4,3,1,24,Caucasian,6,1,1,1,1
R_cvUTFCa3jWFea9f,Default Response Set,Anonymous,,,108.253.204.84,0,21/02/2017 10:11,21/02/2017 10:24,1,1,7,5,7,6,1,1,1,2,7,2,1,6,7,2,6,5,7,1,7,6,2,7,1,7,4,2,3,1,4,5,4,1,2,4,1,3,3,1,2,4,3,4,4,3,4,4,2,2,3,2,3,2,3,4,4,2,1,5,3,6,1,4,5,1,1,4,3,1,2,1,21,White,10,3,2,5,2
R_08jUBo4Ft1EetP7,Default Response Set,Anonymous,,,96.233.108.151,0,21/02/2017 10:14,21/02/2017 10:24,1,1,5,5,7,5,1,1,1,1,5,1,1,7,7,7,7,1,5,7,7,7,7,1,7,1,4,4,4,4,4,4,4,3,4,4,4,2,3,3,4,4,2,4,3,3,2,2,3,3,3,3,3,3,3,3,3,5,3,3,5,7,2,4,4,2,1,1,3,4,3,2,39,Asian,14,4,4,4,1
R_6yd7EOLxBWlOVyB,Default Response Set,Anonymous,,,66.210.243.131,0,21/02/2017 10:16,21/02/2017 10:24,1,1,7,7,7,7,2,1,1,1,7,2,2,2,6,2,6,2,3,2,2,2,2,5,2,6,3,3,3,3,4,4,4,2,4,4,4,3,3,2,4,3,3,3,4,4,4,4,2,2,2,1,2,2,2,3,3,2,4,5,5,3,2,4,3,1,2,1,3,3,2,1,58,Caucasian,1,3,2,3,4
R_6eVmFj6LTI9G5mt,Default Response Set,Anonymous,,,161.181.253.20,0,21/02/2017 10:21,21/02/2017 10:25,1,1,7,7,7,7,1,1,1,1,7,1,1,3,7,3,5,2,3,1,1,2,1,4,1,6,2,2,1,1,3,2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,3,3,3,2,1,5,6,3,2,3,4,1,2,1,3,2,2,2,33,white,4,1,1,1,1
R_9TPArwJC4geMvjf,Default Response Set,Anonymous,,,150.212.24.189,0,21/02/2017 10:23,21/02/2017 10:26,1,1,4,4,5,3,3,3,4,3,4,3,3,3,5,5,4,3,3,4,3,5,3,2,3,4,4,3,4,4,5,3,4,3,2,5,4,3,4,4,3,5,5,4,3,2,3,2,2,2,2,1,2,3,3,3,2,1,1,1,2,7,2,5,4,2,1,1,3,3,2,2,23,White,10,2,1,3,1
R_9yiC2mhQYSPMDgp,Default Response Set,Anonymous,,,69.147.208.155,0,21/02/2017 10:16,21/02/2017 10:27,1,1,5,4,6,5,3,3,3,3,6,4,3,4,5,5,4,3,4,3,4,4,4,4,3,4,2,1,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,2,2,7,1,5,4,4,1,1,5,5,5,2,39,white,6,1,1,1,1
R_73We4SNZxEfaxHT,Default Response Set,Anonymous,,,208.95.51.24,0,21/02/2017 10:23,21/02/2017 10:28,1,1,2,2,4,2,7,6,6,5,2,3,6,3,4,7,1,3,1,3,6,7,7,1,2,4,3,2,4,2,3,1,3,2,2,3,3,3,3,3,1,3,3,3,2,1,2,1,2,2,1,3,3,2,3,2,4,1,2,1,1,7,2,4,3,4,2,3,4,5,3,1,42,American,7,6,6,6,2
