V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,amount1,amount2,amount3,amount4,growth1,growth2,growth3,growth4,fixable1,fixable2,fixable3,fixable4,fixable5,fixable6,fixable7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,esjt1,esjt2,esjt3,esjt4,esjt5,esjt6,esjt7,esjt8,esjt9,esjt10,esjt11,esjt12,esjt13,esjt14,esjt15,esjt16,esjt17,pwe1,pwe2,pwe3,pwe4,pwe5,pwe6,pwe7,pwe8,pwe9,pwe10,pwe11,pwe12,pwe13,pwe14,pwe15,pwe16,pwe17,pwe18,pwe19,wvs,issp,inegal1,inegal2,inegal3,inegal4,inegal5,inegal6,inegal7,inegal8,redist1,redist2,redist3,redist4,Q28,Q29,dict.give,gender,age,ethnicity,income,ideol,soc.att,econ.att,partyID,Q18,comp.code
R_R7VRO5wDk4G25A5,Default Response Set,Anonymous,,,170.154.57.177,0,2018-05-08 11:48,2018-05-08 11:56,1,1,3,6,6,2,1,5,2,3,6,2,6,3,6,3,2,6,5,2,2,5,4,3,4,2,4,4,4,3,3,4,4,4,4,4,2,4,4,4,6,7,1,1,6,1,2,6,1,7,1,6,1,1,7,8,7,2,8,7,8,6,7,2,8,3,7,5,3,8,2,9,5,2,6,5,3,4,6,2,6,5,5,2,2,7,5,6,6,2,2,2,6,3,3,3,3,4,3,3,3,3,3,3,4,1,1,2,1,32,white,11,2,2,5,2,1,7469
R_2QsqxJDQlLLZwLT,Default Response Set,Anonymous,,,27.34.68.12,0,2018-05-08 11:50,2018-05-08 11:56,1,1,5,6,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,6,6,5,4,4,4,4,3,3,3,3,4,4,3,3,4,3,3,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,7,7,6,7,6,6,4,5,5,5,5,6,6,5,5,5,6,6,6,6,5,5,5,6,6,7,5,4,4,5,4,4,4,4,3,3,3,4,4,1,1,4,1,24,native american,3,3,2,3,1,1,8770
R_1OquHmuLp9H7RrA,Default Response Set,Anonymous,,,71.84.200.100,0,2018-05-08 11:46,2018-05-08 11:56,1,1,4,7,7,2,2,3,3,6,3,4,4,4,4,1,1,1,1,3,1,7,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,7,3,1,8,3,9,5,9,6,6,3,5,8,2,7,2,5,3,3,4,3,3,1,6,4,5,5,2,6,4,4,4,4,5,5,2,1,7,3,3,1,1,3,1,1,3,3,3,4,4,1,1,4,2,20,hispanic,7,1,1,1,1,1,1061
R_1rreqm8oYJxBjkt,Default Response Set,Anonymous,,,73.26.5.41,0,2018-05-08 11:45,2018-05-08 11:56,1,1,7,7,7,1,1,1,1,7,7,3,5,3,5,2,2,2,2,6,2,6,1,1,1,1,4,4,4,4,2,4,1,2,4,4,1,4,4,4,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,6,7,2,7,4,8,3,7,2,7,2,4,6,1,8,1,8,2,2,6,6,6,2,5,6,5,5,3,5,5,1,5,5,5,5,3,1,7,1,3,1,3,4,1,1,3,4,4,3,3,1,1,3,2,30,Hispanic,1,4,4,4,2,1,6950
R_27vqo9Aiz8gvs3Q,Default Response Set,Anonymous,,,47.42.79.41,0,2018-05-08 11:52,2018-05-08 11:56,1,1,6,5,6,6,5,6,6,7,4,3,6,6,5,5,3,6,5,5,6,4,2,1,5,5,1,2,4,2,1,5,5,5,4,3,2,1,1,2,5,6,6,5,5,5,2,1,4,3,4,3,7,7,7,7,6,5,6,9,1,6,6,7,5,6,7,9,9,6,5,6,6,6,5,6,3,6,6,5,6,6,3,1,5,6,6,7,5,7,6,7,4,4,3,4,1,1,5,5,3,2,3,2,3,1,1,1,1,28,White,10,7,7,7,3,1,5001
R_12LatFLbN4I6vuz,Default Response Set,Anonymous,,,138.128.93.5,0,2018-05-08 11:28,2018-05-08 11:56,1,1,5,6,5,6,6,6,5,6,5,6,5,5,6,6,5,6,5,6,6,6,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,6,6,6,5,5,5,6,6,5,6,5,6,6,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,5,5,6,5,6,6,5,6,5,6,5,5,6,6,6,6,6,8,5,4,4,4,4,4,4,4,4,3,3,3,3,1,1,10,1,66,native american,2,3,4,4,2,1,2015
R_czK65faRg2ywZRT,Default Response Set,Anonymous,,,172.220.67.119,0,2018-05-08 11:45,2018-05-08 11:56,1,1,7,7,7,1,1,2,2,7,7,6,3,4,2,2,2,6,2,3,2,7,4,3,1,3,3,5,2,1,4,3,1,3,2,2,4,2,2,4,6,6,3,1,6,1,6,6,1,7,1,6,1,1,4,2,7,4,8,6,9,1,3,2,5,4,2,7,5,9,2,9,3,1,4,2,5,1,4,7,3,6,1,7,2,7,7,6,4,6,2,5,6,1,4,1,1,1,1,3,3,4,4,4,3,1,1,6,1,25,White,1,2,2,3,1,1,5852
R_2Bzg7MIwcflIGs1,Default Response Set,Anonymous,,,75.140.136.194,0,2018-05-08 11:37,2018-05-08 11:56,1,1,2,2,3,3,3,6,3,4,5,5,3,5,5,3,3,5,3,1,3,5,4,4,2,2,1,4,4,5,3,4,4,4,4,4,4,4,4,4,3,4,1,2,3,2,2,5,2,6,2,6,1,1,7,6,4,3,9,9,8,1,8,3,3,1,3,4,6,3,4,2,6,3,6,7,3,2,2,2,5,5,2,5,5,7,5,4,5,7,6,4,5,4,4,4,4,3,3,1,3,4,3,4,3,1,1,11,2,50,Caucasian,13,6,6,6,3,1,5557
R_byMnpomChzUv1F7,Default Response Set,Anonymous,,,96.33.1.17,0,2018-05-08 11:47,2018-05-08 11:56,1,1,6,6,6,1,1,6,6,6,7,5,5,2,5,3,3,5,3,5,3,5,2,3,2,1,4,1,3,2,4,4,4,4,3,4,1,3,3,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,4,4,6,6,7,8,5,6,6,7,5,4,5,2,7,2,7,1,1,6,6,5,4,5,6,4,5,6,4,5,7,7,6,7,5,6,3,6,3,3,1,1,3,3,3,3,4,4,4,4,1,1,1,2,35,White,10,1,1,2,1,1,2120
R_RxHFi8WrCGP38Xv,Default Response Set,Anonymous,,,24.46.117.154,0,2018-05-08 11:54,2018-05-08 11:57,1,1,2,2,3,3,2,3,5,2,2,4,3,4,3,2,2,2,3,3,2,2,3,3,2,3,2,3,2,4,4,3,3,2,2,2,2,3,4,3,2,3,4,3,3,2,2,3,4,4,3,3,3,2,3,2,2,2,3,3,3,3,5,5,4,4,4,4,5,5,4,5,2,3,2,2,2,2,3,1,1,1,2,2,5,2,2,1,2,2,2,8,4,1,3,3,3,3,3,1,3,1,2,2,2,1,1,3,2,29,White,8,3,3,3,2,1,6004
R_2B3gNfidlZZH8GO,Default Response Set,Anonymous,,,71.183.200.15,0,2018-05-08 11:49,2018-05-08 11:57,1,1,6,5,4,3,2,3,2,6,5,6,6,2,5,5,5,7,5,3,6,4,3,2,4,1,3,2,4,2,1,3,3,4,2,4,4,1,3,4,4,3,5,6,4,5,2,2,6,4,5,1,6,6,3,8,8,6,7,9,3,6,2,7,4,9,7,7,6,6,7,3,2,4,6,6,5,3,6,6,4,7,4,5,2,6,4,5,6,6,5,7,5,5,5,4,3,4,4,4,3,3,4,3,2,1,1,1,2,22,White,3,6,7,5,3,1,2592
R_xitm4uL2LJWoHrH,Default Response Set,Anonymous,,,205.156.136.229,0,2018-05-08 11:50,2018-05-08 11:57,1,1,6,6,6,2,2,2,2,2,6,5,6,2,6,2,2,5,5,6,1,6,3,2,3,3,4,3,4,2,2,4,3,3,3,4,2,4,4,4,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,5,8,2,8,3,8,5,8,8,8,3,2,8,2,8,2,6,2,2,6,2,4,2,2,2,6,4,2,2,2,4,5,4,5,2,2,1,6,3,4,1,1,1,1,1,3,4,4,4,4,1,1,1,2,30,Asian American,15,2,2,2,1,1,9681
R_3ptgSalgUAvhpYx,Default Response Set,Anonymous,,,45.22.123.121,0,2018-05-08 11:51,2018-05-08 11:57,1,1,5,6,5,2,2,4,2,5,5,6,6,5,4,2,2,5,2,3,2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,5,4,3,6,4,5,5,3,6,2,6,2,3,5,6,7,6,5,6,4,5,3,4,5,6,6,5,5,6,2,3,5,5,6,6,6,4,5,5,2,5,5,2,3,6,2,6,5,5,4,4,5,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,26,White,15,4,3,5,2,1,1088
R_20PDnubIH7rYZ26,Default Response Set,Anonymous,,,69.143.146.101,0,2018-05-08 11:28,2018-05-08 11:57,1,1,5,5,6,2,2,4,2,6,5,3,4,4,4,2,6,4,2,5,2,6,4,4,3,3,3,4,3,3,4,4,4,4,4,3,4,4,3,4,6,6,2,2,6,2,6,6,2,6,4,6,2,2,6,7,7,5,8,2,3,5,8,7,8,2,7,8,2,8,2,2,4,3,5,4,6,4,4,4,5,6,4,4,3,2,4,5,6,6,4,3,6,3,3,3,3,3,3,3,3,3,2,4,4,1,1,3,1,24,African American,5,4,4,4,2,1,4030
R_2yrAySuHGOD9YTC,Default Response Set,Anonymous,,,66.152.99.210,0,2018-05-08 11:42,2018-05-08 11:57,1,1,7,7,7,1,1,2,2,3,7,3,5,2,5,1,2,6,2,2,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,6,6,1,9,1,8,2,8,1,9,2,1,8,1,9,1,7,1,1,5,7,6,2,5,4,7,4,2,3,2,6,7,5,5,5,2,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,3,2,25,American,2,1,1,1,1,1,8987
R_byDz2GUSaIzjWg1,Default Response Set,Anonymous,,,174.218.134.107,0,2018-05-08 11:51,2018-05-08 11:58,1,1,6,6,5,2,2,3,2,6,6,6,5,2,4,2,2,5,2,5,2,6,3,4,3,3,4,4,3,2,3,3,3,4,4,2,4,3,3,3,6,6,1,1,7,1,6,7,2,7,1,7,1,1,7,3,6,5,8,3,8,2,7,3,6,2,2,7,2,8,2,8,2,2,3,5,5,3,4,3,5,5,3,5,3,6,5,5,5,3,3,2,6,3,4,3,3,3,1,3,3,4,3,4,3,1,1,4,2,30,African American,4,2,2,2,1,1,4022
R_DnSb2xukDKGi0SZ,Default Response Set,Anonymous,,,72.173.162.132,0,2018-05-08 11:39,2018-05-08 11:58,1,1,7,7,6,1,1,2,1,6,7,4,6,3,7,2,2,4,2,6,1,6,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,7,7,2,1,7,3,6,7,1,7,3,7,3,1,6,6,5,5,6,4,5,7,7,7,3,3,2,7,3,9,2,7,4,1,6,6,5,2,4,3,7,5,3,6,4,6,6,5,5,4,4,1,7,1,3,1,1,4,1,1,3,3,4,3,3,1,1,1,2,33,asian,5,2,2,3,1,1,4012
R_yKfQ2s1YIyrzeV3,Default Response Set,Anonymous,,,138.59.24.137,0,2018-05-08 11:29,2018-05-08 11:58,1,1,5,4,4,4,3,3,4,6,5,4,4,4,3,4,5,6,5,3,3,5,3,1,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,5,4,3,4,4,6,4,4,4,3,4,3,3,5,5,5,5,5,4,5,5,4,5,5,6,5,5,4,5,4,5,7,4,5,4,4,4,5,7,4,5,4,4,5,6,4,5,4,4,4,6,3,4,4,4,4,4,4,4,3,3,3,2,2,1,1,1,2,31,Black,1,2,2,3,1,1,9599
R_2416m57iwGNL61t,Default Response Set,Anonymous,,,98.251.147.72,0,2018-05-08 11:41,2018-05-08 11:58,1,1,3,3,5,4,4,4,5,4,4,3,5,5,6,3,4,5,5,4,3,5,4,2,3,3,4,4,4,3,3,2,3,4,3,3,4,4,4,3,2,4,4,5,4,3,4,2,4,5,3,4,4,3,6,6,6,6,7,6,4,5,6,6,5,5,5,6,4,6,4,5,6,2,5,5,6,3,4,4,4,6,3,5,3,3,4,5,5,4,3,6,4,4,5,4,4,5,5,4,3,3,2,3,4,1,1,5,2,29,White,8,4,4,4,2,1,6372
R_1CfL3eaFxBjgwJy,Default Response Set,Anonymous,,,174.24.104.210,0,2018-05-08 11:50,2018-05-08 11:58,1,1,5,4,5,4,3,4,3,3,5,5,5,5,5,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,3,5,3,5,5,3,5,3,5,3,3,6,7,5,3,6,6,6,6,6,5,4,6,5,6,4,6,4,4,5,3,5,5,5,3,3,5,5,5,3,3,3,5,5,5,5,5,4,3,6,3,3,3,3,4,3,3,3,3,3,3,3,1,1,9,1,47,American,3,6,6,6,3,1,2393
R_2t4pRKK80FnHw0G,Default Response Set,Anonymous,,,172.56.28.140,0,2018-05-08 11:41,2018-05-08 11:58,1,1,5,5,5,3,3,2,3,3,5,5,5,4,4,1,1,5,1,1,1,5,2,3,3,4,4,5,3,2,5,3,3,3,3,2,5,3,5,4,5,5,1,1,7,2,5,7,1,7,1,7,2,1,6,5,4,1,6,2,9,9,4,1,6,6,3,4,3,7,9,7,5,5,7,5,5,6,4,5,5,5,5,6,5,7,3,5,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,46,Caucasian,3,7,7,7,3,1,8745
R_3F4NpT4su8JGocN,Default Response Set,Anonymous,,,63.146.82.250,0,2018-05-08 11:47,2018-05-08 11:58,1,1,1,1,2,6,6,3,6,3,4,6,4,5,4,3,5,5,6,2,4,5,4,2,4,3,4,4,4,4,3,4,3,4,3,2,2,4,4,3,3,3,5,1,3,5,3,3,1,3,4,3,5,5,5,8,8,7,5,9,1,7,3,5,2,9,8,5,6,2,7,1,5,4,6,6,7,5,6,4,4,6,5,7,3,7,4,7,7,5,4,7,4,5,5,4,3,5,5,5,3,2,1,2,2,1,1,1,1,47,Caucasian,1,7,6,7,2,1,5304
R_200X4YOjRKobZlL,Default Response Set,Anonymous,,,184.54.30.221,0,2018-05-08 11:49,2018-05-08 11:58,1,1,5,4,5,5,3,4,2,5,6,3,5,3,4,3,5,6,5,4,3,5,3,2,4,2,4,4,2,3,2,4,4,4,2,4,2,2,3,4,5,4,5,5,4,6,4,4,3,3,6,5,7,5,6,6,3,5,6,6,6,6,6,6,5,6,4,5,5,6,4,5,6,3,6,6,5,3,5,2,5,5,4,6,3,7,5,6,6,5,5,4,5,4,3,4,3,4,4,3,3,3,2,3,2,1,1,1,2,42,non Hispanic white,5,5,5,6,3,1,7077
R_3h4QxfPpRI1OUi1,Default Response Set,Anonymous,,,66.161.134.99,0,2018-05-08 11:50,2018-05-08 11:58,1,1,6,4,3,4,5,4,3,5,4,6,5,5,3,5,6,4,5,3,4,3,4,2,2,3,4,4,2,4,2,1,3,2,4,3,4,2,2,3,4,3,3,5,4,6,6,2,4,4,5,3,3,6,5,7,3,4,4,7,6,6,5,3,4,4,3,7,6,4,3,5,3,5,5,4,6,3,3,4,2,6,4,4,5,3,6,4,6,5,5,7,6,4,4,1,3,1,4,4,3,3,2,2,3,1,1,4,2,27,white,8,3,2,5,1,1,7771
R_2SJ1iMirpwbYl6F,Default Response Set,Anonymous,,,198.51.197.42,0,2018-05-08 11:54,2018-05-08 11:59,1,1,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,5,2,1,4,7,8,7,6,9,8,6,3,8,4,7,7,7,7,7,7,7,5,3,4,4,4,4,5,4,4,6,4,4,2,6,4,4,4,4,4,5,4,4,4,3,4,4,4,4,3,4,2,3,2,1,1,1,1,25,White,3,4,3,4,4,1,5482
R_2QxtNGPPOaMprE2,Default Response Set,Anonymous,,,73.27.201.99,0,2018-05-08 11:48,2018-05-08 11:59,1,1,1,1,1,6,6,6,6,2,2,5,2,5,2,3,5,6,5,2,3,5,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,1,1,6,6,1,5,1,1,5,6,2,1,4,5,5,8,7,5,2,8,8,8,2,8,2,5,8,6,8,1,8,2,5,4,5,7,7,5,4,4,4,7,4,5,3,6,4,5,6,5,5,10,1,5,5,5,5,5,5,5,3,3,2,2,2,1,1,1,2,62,caucasian,7,6,6,7,3,1,1140
R_OCLQN1g1Z11iich,Default Response Set,Anonymous,,,174.223.4.248,0,2018-05-08 11:32,2018-05-08 11:59,1,1,3,3,3,5,5,3,3,3,5,6,3,2,3,3,5,5,5,2,3,5,5,3,3,4,4,4,4,5,4,4,3,4,3,2,2,4,4,4,3,4,3,3,4,3,3,4,3,4,4,5,3,3,5,6,6,6,5,7,6,6,3,6,5,5,5,4,6,4,6,4,3,2,5,6,6,3,2,5,5,6,3,3,2,5,5,5,6,6,5,7,3,4,4,4,4,4,4,5,3,3,2,3,2,1,1,1,2,53,Caucasian ,15,6,6,6,3,1,5422
R_2PBZTfBYIwG7Vr6,Default Response Set,Anonymous,,,173.244.44.37,0,2018-05-08 11:50,2018-05-08 11:59,1,1,6,6,5,2,2,3,2,6,6,2,5,2,6,5,6,6,6,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,6,6,2,5,6,3,3,5,6,5,6,6,2,2,5,1,2,8,6,8,7,2,6,7,7,7,3,2,7,7,7,8,2,3,2,3,2,2,2,6,2,2,5,6,6,6,2,2,6,7,7,4,6,4,5,4,4,3,3,3,3,3,3,3,3,1,1,4,2,33,asian/white,4,4,4,4,2,1,2784
R_Y4WIVrewnjjjNrr,Default Response Set,Anonymous,,,98.194.168.208,0,2018-05-08 11:52,2018-05-08 11:59,1,1,7,7,6,1,1,2,1,7,7,1,7,1,7,1,1,1,1,7,1,7,2,2,2,2,5,3,4,3,2,4,2,4,4,3,2,4,4,4,5,5,2,1,6,1,7,5,1,7,1,5,1,1,7,1,6,4,9,6,6,6,7,7,6,6,3,6,3,9,1,7,2,1,3,5,6,3,6,6,5,3,3,5,7,7,5,6,5,2,2,1,7,1,1,1,1,1,1,1,3,3,4,4,4,1,1,1,1,31,White,8,4,3,5,2,1,8382
R_3kiwXY9TH7BSO1g,Default Response Set,Anonymous,,,173.2.117.250,0,2018-05-08 11:52,2018-05-08 11:59,1,1,4,6,5,2,1,2,2,7,7,4,7,2,7,3,3,6,3,3,3,5,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,5,2,5,6,3,6,4,3,5,4,7,3,6,7,5,3,5,5,8,7,3,4,5,7,4,7,6,3,5,7,3,3,5,2,4,4,5,2,2,4,6,3,2,5,6,3,6,4,4,2,2,3,7,3,3,3,3,3,3,3,3,3,4,3,3,1,1,5,1,37,European American,8,4,6,3,2,1,9275
R_21mPzHG19jxCqGN,Default Response Set,Anonymous,,,69.127.33.48,0,2018-05-08 11:50,2018-05-08 11:59,1,1,6,7,7,2,1,1,1,4,7,4,1,7,1,1,7,4,1,5,1,7,4,4,4,4,5,5,5,4,5,5,5,4,5,5,4,5,5,5,6,7,1,1,7,1,7,7,1,7,1,7,1,1,7,8,5,2,8,1,9,5,9,1,9,1,8,9,1,9,1,7,1,1,1,5,4,4,4,6,6,7,4,7,1,3,6,7,7,4,7,2,6,3,4,3,3,3,3,3,3,4,3,4,3,1,1,3,2,23,White,1,2,2,3,1,1,5681
R_2Puu9srLgWjnA33,Default Response Set,Anonymous,,,170.200.86.2,0,2018-05-08 11:51,2018-05-08 11:59,1,1,5,5,5,2,1,3,3,6,6,3,5,3,5,3,3,4,3,2,3,5,4,3,4,4,4,4,4,3,2,4,4,4,2,4,4,4,4,4,5,6,5,5,5,5,3,5,2,5,3,5,5,2,7,6,4,3,7,5,2,3,6,4,7,3,3,5,4,7,4,7,3,5,5,6,6,5,6,5,4,5,3,5,3,6,5,6,6,5,6,7,5,3,4,4,3,4,3,4,3,3,3,3,3,1,1,3,2,24,White,9,4,4,4,2,1,2280
R_3qKjW7pEbyezXLR,Default Response Set,Anonymous,,,99.102.97.206,0,2018-05-08 11:49,2018-05-08 11:59,1,1,7,7,7,1,1,1,1,5,7,2,7,1,7,1,1,3,1,3,2,6,2,3,2,2,2,4,2,2,2,2,2,3,3,2,2,2,2,2,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,6,5,3,9,1,1,1,8,1,9,1,2,7,1,9,1,4,2,2,6,6,6,2,6,2,6,6,2,4,2,6,6,6,6,2,2,1,7,3,1,1,1,1,1,1,3,4,4,4,4,1,1,1,2,54,white,1,1,1,1,1,1,2964
R_aW8O8gdU9lX3iN3,Default Response Set,Anonymous,,,73.124.28.167,0,2018-05-08 11:41,2018-05-08 12:00,1,1,7,7,7,1,1,5,1,7,7,4,5,4,7,1,1,7,7,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,7,1,7,7,1,7,1,7,1,1,7,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,7,1,7,7,7,7,7,1,7,7,7,7,1,1,7,7,7,6,7,4,6,5,5,1,4,5,4,1,3,4,4,4,4,1,1,9,1,27,hispanic,5,3,3,3,1,1,7662
R_3HGhdLuPsu6jOri,Default Response Set,Anonymous,,,73.12.210.136,0,2018-05-08 11:45,2018-05-08 12:00,1,1,5,5,5,3,3,2,3,5,5,4,4,3,4,3,3,4,3,4,2,5,2,3,3,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,5,5,3,3,5,3,5,5,5,5,2,6,1,1,6,4,5,4,6,4,6,5,5,4,4,5,4,6,4,6,4,5,4,2,3,3,3,3,4,3,5,4,4,3,5,4,5,5,4,3,4,3,6,3,3,3,3,3,3,3,3,4,4,4,4,1,1,6,2,59,White,6,4,4,4,1,1,1015
R_3k7YXfzvONVQSzl,Default Response Set,Anonymous,,,24.96.234.72,0,2018-05-08 11:52,2018-05-08 12:00,1,1,5,5,5,3,3,3,3,5,5,5,4,4,5,3,3,5,3,4,3,5,4,2,3,4,2,3,2,3,3,4,3,3,3,2,4,4,3,3,5,5,4,3,5,4,5,5,3,5,3,5,3,2,5,4,5,4,6,5,5,6,6,5,4,5,5,6,5,4,4,4,5,3,4,5,5,4,5,4,3,5,4,5,3,6,4,5,5,5,5,6,4,4,4,3,3,4,3,3,3,3,3,3,3,1,1,4,2,42,Biracial,7,5,5,5,3,1,1699
R_1dujHedUPjente8,Default Response Set,Anonymous,,,70.88.128.209,0,2018-05-08 11:54,2018-05-08 12:00,1,1,5,5,3,3,2,1,1,7,6,5,4,2,4,2,2,5,3,1,1,6,4,3,4,2,4,2,4,4,2,3,2,2,4,4,3,4,2,4,2,3,1,1,5,2,2,5,1,5,5,5,2,1,4,4,5,5,6,3,7,7,5,6,4,6,5,5,2,6,4,6,4,4,5,5,5,3,4,5,3,5,5,1,6,5,6,5,5,4,5,4,5,4,4,3,4,3,4,4,3,2,3,4,4,1,1,1,1,29,Black,5,5,2,5,1,1,6337
R_Oj3sOTTYU7HaKOd,Default Response Set,Anonymous,,,72.225.138.119,0,2018-05-08 11:47,2018-05-08 12:00,1,1,5,3,3,3,3,3,3,2,5,6,5,3,3,5,5,6,5,2,6,3,4,2,4,4,4,3,4,4,2,4,2,4,4,2,2,4,4,4,5,3,5,5,5,6,3,6,2,5,3,6,5,3,6,4,6,6,7,7,6,7,4,6,3,7,7,3,6,4,7,6,6,3,6,5,6,3,2,3,5,5,3,4,3,3,3,6,5,3,6,4,5,3,4,4,3,4,4,3,3,3,2,2,2,1,1,1,1,41,Caucasian,6,3,3,5,1,1,9253
R_2TGD7jQLsPdXiJa,Default Response Set,Anonymous,,,174.230.171.25,0,2018-05-08 11:48,2018-05-08 12:00,1,1,1,2,3,6,5,1,1,6,7,5,4,3,7,3,5,6,2,5,2,6,4,4,5,1,4,3,4,4,4,4,5,3,2,3,3,1,4,3,3,4,4,5,2,5,3,2,6,5,6,3,5,2,4,6,7,4,7,6,6,9,2,7,5,5,5,4,8,5,3,6,6,1,1,7,6,2,3,6,3,4,2,3,4,1,7,6,6,6,2,4,5,5,5,5,5,5,5,5,3,2,2,3,3,1,1,1,1,32,Caucasian,8,4,1,6,2,1,7407
R_1OrW0MCpYc83P9M,Default Response Set,Anonymous,,,71.87.193.93,0,2018-05-08 11:50,2018-05-08 12:00,1,1,5,5,5,2,4,4,2,6,6,5,6,3,6,3,3,5,4,5,3,6,4,4,3,3,4,5,4,4,3,4,4,4,3,4,4,5,4,4,6,4,3,4,5,6,4,6,6,5,2,6,2,1,6,3,5,4,6,2,5,3,7,3,5,3,5,6,5,4,4,5,3,2,6,4,3,2,6,2,5,6,3,5,4,5,6,7,6,3,4,2,5,1,3,1,1,3,1,3,3,3,4,3,3,1,1,1,1,21,white,1,5,5,4,3,1,1001
R_1ja1TXqYEtxsvPz,Default Response Set,Anonymous,,,173.93.226.191,0,2018-05-08 11:52,2018-05-08 12:00,1,1,6,6,6,2,2,2,2,4,6,4,4,4,4,2,2,2,2,6,2,6,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,3,6,6,1,1,6,1,6,6,1,6,1,6,1,1,6,2,8,2,8,2,8,2,8,2,8,2,2,8,2,8,2,7,3,2,2,7,5,1,2,4,5,2,2,2,5,2,5,3,3,6,3,3,6,1,3,1,1,1,1,1,3,4,4,4,4,1,1,6,2,52,white,4,2,2,2,1,1,4702
R_ysxEDKmYW2UJC5X,Default Response Set,Anonymous,,,117.196.248.120,0,2018-05-08 11:54,2018-05-08 12:00,1,1,7,7,6,6,6,6,6,7,7,6,6,7,7,7,6,7,7,6,7,6,4,5,4,5,5,4,5,4,4,5,4,5,4,5,4,5,4,5,6,7,6,7,6,6,7,6,7,6,7,6,7,6,7,8,8,9,9,8,9,8,9,8,9,8,9,8,9,8,9,8,6,7,6,7,7,6,7,6,6,7,6,7,6,7,7,6,6,7,6,9,6,4,5,5,4,5,4,5,5,3,4,3,3,1,1,3,1,27,WHITE,1,3,5,3,2,1, https://sfufas.ca1.qualtrics.com/jfe/form/SV_1L0ob9ZUslGy2jj  
R_wTxXBth0tyBHm4p,Default Response Set,Anonymous,,,73.77.220.13,0,2018-05-08 11:49,2018-05-08 12:00,1,1,5,6,5,5,2,2,3,6,6,6,5,3,3,2,3,5,5,5,3,5,2,3,2,1,2,2,3,4,2,2,1,2,2,3,1,2,3,2,5,4,2,2,5,3,5,6,2,5,3,5,3,2,6,4,6,5,6,3,7,4,6,5,6,7,4,6,7,7,6,5,6,5,6,5,2,7,4,6,3,6,4,5,5,6,3,5,4,3,5,3,6,4,4,3,4,4,4,4,3,3,4,2,3,1,1,3,2,20,Asian American,2,4,3,5,2,1,5147
R_XRpTy1p5s9s5oNH,Default Response Set,Anonymous,,,73.155.137.178,0,2018-05-08 11:42,2018-05-08 12:00,1,1,7,7,7,4,1,3,1,7,7,4,7,3,6,2,2,4,1,7,1,6,4,4,3,5,5,5,5,3,3,5,4,4,3,4,5,5,4,5,7,7,4,1,7,1,7,7,1,7,1,7,1,1,7,9,8,5,8,2,9,3,8,7,6,5,6,9,9,5,1,5,4,4,4,4,6,3,4,1,2,7,5,4,1,5,2,1,7,4,4,1,6,3,4,3,3,4,3,4,3,4,4,4,4,1,1,6,2,37,Asian,4,1,1,1,1,1,1720
